genus_taxid,genus_name,n_samples_present,pct_samples_present,reads_log_mean,reads_log_sd,kmers_log_mean,kmers_log_sd,cov_log_mean,cov_log_sd,reads_p50,reads_p90,reads_p95,reads_p99,reads_max,kmers_min,kmers_p25,kmers_p50,kmers_p75,kmers_p95,kmers_max,dup_min,dup_p25,dup_p50,dup_p75,dup_p95,dup_max,cov_min,cov_p25,cov_p50,cov_p75,cov_p95,cov_max,adj_kmers_log_mean,adj_kmers_log_sd
2576890,Nibricoccus,22,5.0343,0.0243,0.1263,0.0574,0.268,-8.828,0.7556,0.0,0.0,0.2,3.0,35,0,0.0,0.0,0.0,0.2,361,1.0,1.0,1.0,1.665,9.429,9.93,0.0,0.0,0.0,0.0,4.26e-08,7.688e-05,0.0537,0.2515
872,Desulfovibrio,22,5.0343,0.0365,0.1869,0.059,0.2875,-8.835,0.7317,0.0,0.0,0.2,11.64,120,0,0.0,0.0,0.0,0.2,157,1.0,1.02,1.549,3.014,10.715,12.890833333333331,0.0,0.0,0.0,0.0,2.29e-08,3.492e-05,0.0549,0.2712
152161,Stappia,22,5.0343,0.0274,0.1548,0.0501,0.2441,-8.8365,0.7212,0.0,0.0,0.2,3.64,154,0,0.0,0.0,0.0,0.4,187,1.0,1.0,1.085,1.955,5.923,8.68,0.0,0.0,0.0,0.0,8.52e-08,3.984e-05,0.0456,0.2183
1484898,Methyloceanibacter,22,5.0343,0.027,0.1474,0.0492,0.233,-8.8309,0.7423,0.0,0.0,0.2,3.0,69,0,0.0,0.0,0.0,0.2,93,1.0,1.0,1.0,1.85,5.523,16.43623188405797,0.0,0.0,0.0,0.0,6.54e-08,1.971e-05,0.0452,0.2123
2723776,Lichenihabitans,22,5.0343,0.0299,0.175,0.0522,0.2545,-8.8274,0.7599,0.0,0.0,0.2,3.64,246,0,0.0,0.0,0.0,0.2,193,1.0,1.0,1.0,1.532,9.323,11.608130081300812,0.0,0.0,0.0,0.0,6.25e-08,4.097e-05,0.0481,0.2286
665568,Paraoerskovia,22,5.0343,0.0244,0.1378,0.044,0.2108,-8.8353,0.7237,0.0,0.0,0.2,2.0,103,0,0.0,0.0,0.0,0.2,86,1.0,1.0,1.0,1.387,2.38,7.44,0.0,0.0,0.0,0.0,6.25e-08,2.686e-05,0.0415,0.1957
332248,Truepera,22,5.0343,0.03,0.1593,0.0594,0.2891,-8.8181,0.8034,0.0,0.0,0.2,3.28,67,0,0.0,0.0,0.0,0.4,400,1.0,1.0,1.2,1.772,14.68,25.3,0.0,0.0,0.0,0.0,1.246e-07,0.0001246,0.0542,0.2712
29175,Neospora,22,5.0343,0.0318,0.1515,0.0436,0.2074,-8.8925,0.4911,0.0,0.0,0.2,6.64,13,0,0.0,0.0,0.0,0.6,124,1.5325,4.135,8.335,12.9,29.235,87.2,0.0,0.0,0.0,0.0,1.09e-08,1.652e-05,0.028,0.1565
10,Cellvibrio,22,5.0343,0.0297,0.1601,0.0668,0.3228,-8.8306,0.746,0.0,0.0,0.2,5.92,33,0,0.0,0.0,0.0,0.2,764,1.0,1.0,1.0,1.61,2.904,8.07090909090909,0.0,0.0,0.0,0.0,3.85e-08,6.622e-05,0.0641,0.3106
1499987,Prymnesium kappa virus,22,5.0343,0.0242,0.1353,0.0697,0.312,-8.7878,0.9257,0.0,0.0,0.2,2.0,35,0,0.0,0.0,0.0,1.2,125,1.0,1.272,1.325,1.725,4.289,5.919999999999999,0.0,0.0,0.0,0.0,8.56e-07,8.917e-05,0.0697,0.312
1330547,Kosakonia,22,5.0343,0.0356,0.1857,0.0469,0.2343,-8.8389,0.7117,0.0,0.0,0.2,10.28,66,0,0.0,0.0,0.0,0.2,166,1.0,1.0,1.633,3.625,18.836,29.0,0.0,0.0,0.0,0.0,2.96e-08,2.624e-05,0.0421,0.2124
1676142,Wenzhouxiangella,22,5.0343,0.0289,0.1465,0.0453,0.2187,-8.8394,0.7053,0.0,0.0,0.2,4.0,59,0,0.0,0.0,0.0,0.2,75,1.0,1.047,1.827,2.0,6.745,13.0,0.0,0.0,0.0,0.0,5.57e-08,1.226e-05,0.0405,0.198
472568,Devriesea,22,5.0343,0.0239,0.1202,0.0339,0.1616,-8.8456,0.6768,0.0,0.0,0.2,3.0,16,0,0.0,0.0,0.0,0.2,14,1.0,1.425,5.75,11.925,18.925,22.399999999999995,0.0,0.0,0.0,0.0,6.84e-08,4.79e-06,0.0238,0.1215
69965,Macrococcus,22,5.0343,0.0283,0.153,0.0587,0.2949,-8.8168,0.8156,0.0,0.0,0.2,4.0,95,0,0.0,0.0,0.0,0.2,422,1.0,1.0,1.368,2.132,10.558,11.0,0.0,0.0,0.0,0.0,2.95e-08,7.051e-05,0.0544,0.2744
160674,Raoultella,22,5.0343,0.0252,0.1378,0.0559,0.2776,-8.8253,0.7741,0.0,0.0,0.2,3.0,92,0,0.0,0.0,0.0,0.2,467,1.0,1.0,1.0,1.124,1.678,10.719782608695654,0.0,0.0,0.0,0.0,5.65e-08,8.95e-05,0.0546,0.2685
713,Actinobacillus,22,5.0343,0.0339,0.1856,0.0584,0.2899,-8.8089,0.8567,0.0,0.0,0.2,10.56,148,0,0.0,0.0,0.0,0.2,271,1.0,1.0,1.0,1.641,15.41,21.166666666666668,0.0,0.0,0.0,0.0,3.18e-08,0.001434,0.056,0.2749
1004303,Ferruginibacter,22,5.0343,0.0346,0.2027,0.0598,0.2953,-8.8233,0.7812,0.0,0.0,0.2,4.64,305,0,0.0,0.0,0.0,0.2,374,1.0,1.0,1.0,1.749,17.183,22.79785046728972,0.0,0.0,0.0,0.0,5.38e-08,5.672e-05,0.0553,0.2683
180252,Mardivirus,22,5.0343,0.0171,0.0765,0.0338,0.1644,-8.7819,0.9527,0.0,0.0,0.2,1.0,3,0,0.0,0.0,0.0,0.2,21,1.0,1.0,1.0,1.478,2.348,4.0,0.0,0.0,0.0,0.0,1.3384e-06,8.82e-05,0.0338,0.1644
1511809,Betapartitivirus,22,5.0343,0.019,0.0928,0.0371,0.1734,-8.7015,1.2995,0.0,0.0,0.2,1.0,10,0,0.0,0.0,0.0,0.2,22,1.0,1.27,2.435,4.447,11.15,13.08,0.0,0.0,0.0,0.0,4.32e-05,0.002804,0.0371,0.1734
34019,Liberibacter,22,5.0343,0.0368,0.212,0.06,0.2888,-8.7642,1.0756,0.0,0.0,0.2,10.76,517,0,0.0,0.0,0.0,0.2,156,1.0,1.0,1.601,3.605,17.538,73.18520309477756,0.0,0.0,0.0,0.0,1.736e-07,0.007615,0.0546,0.2593
34084,Riemerella,22,5.0343,0.0339,0.1929,0.0608,0.3065,-8.8294,0.7593,0.0,0.0,0.2,11.12,130,0,0.0,0.0,0.0,0.2,677,1.0,1.0,1.201,1.845,6.809,18.7,0.0,0.0,0.0,0.0,2.45e-08,7.307e-05,0.0563,0.2847
359336,Castellaniella,21,4.8055,0.026,0.1445,0.0575,0.273,-8.8269,0.7783,0.0,0.0,0.0,3.0,76,0,0.0,0.0,0.0,0.0,124,1.0,1.0,1.33,1.82,3.92,6.34,0.0,0.0,0.0,0.0,0.0,3.519e-05,0.0538,0.2528
568394,Pseudogulbenkiania,21,4.8055,0.0286,0.1607,0.0572,0.2663,-8.8292,0.7655,0.0,0.0,0.0,5.56,66,0,0.0,0.0,0.0,0.0,78,1.0,1.0,1.08,1.47,11.9,45.70000000000001,0.0,0.0,0.0,0.0,0.0,1.98e-05,0.0529,0.2464
376488,Halotalea,21,4.8055,0.0261,0.1376,0.0506,0.2483,-8.8385,0.7295,0.0,0.0,0.0,3.0,54,0,0.0,0.0,0.0,0.0,128,1.0,1.0,1.25,1.69,8.5,11.0,0.0,0.0,0.0,0.0,0.0,3.091e-05,0.0467,0.2309
413435,Solimonas,21,4.8055,0.0301,0.1773,0.0534,0.2656,-8.8398,0.7253,0.0,0.0,0.0,5.56,267,0,0.0,0.0,0.0,0.0,194,1.0,1.0,1.0,2.0,7.62,11.5,0.0,0.0,0.0,0.0,0.0,3.766e-05,0.049,0.2414
986106,Acidiferrobacter,21,4.8055,0.0232,0.1318,0.0384,0.1898,-8.845,0.6962,0.0,0.0,0.0,2.0,56,0,0.0,0.0,0.0,0.0,59,1.0,1.0,1.12,4.738,10.677,19.3,0.0,0.0,0.0,0.0,0.0,1.878e-05,0.0324,0.1576
72173,Citromicrobium,21,4.8055,0.0292,0.1645,0.0506,0.2509,-8.8312,0.7619,0.0,0.0,0.0,3.64,126,0,0.0,0.0,0.0,0.0,266,1.0,1.0,1.18,2.0,4.4,12.5,0.0,0.0,0.0,0.0,0.0,9.039e-05,0.0468,0.2327
1751296,Sinirhodobacter,21,4.8055,0.029,0.164,0.0595,0.2896,-8.8215,0.8062,0.0,0.0,0.0,5.92,119,0,0.0,0.0,0.0,0.0,164,1.0,1.0,1.0,1.17,1.94,15.1,0.0,0.0,0.0,0.0,0.0,5.614e-05,0.0572,0.2765
238783,Pseudorhodobacter,21,4.8055,0.0261,0.1472,0.0496,0.2457,-8.8385,0.7292,0.0,0.0,0.0,6.64,40,0,0.0,0.0,0.0,0.0,574,1.0,1.0,1.0,2.0,8.05,9.64,0.0,0.0,0.0,0.0,0.0,0.0001434,0.0451,0.2267
1649466,Marinicauda,21,4.8055,0.0238,0.1302,0.055,0.2674,-8.8283,0.7742,0.0,0.0,0.0,2.64,68,0,0.0,0.0,0.0,0.0,119,1.0,1.0,1.43,2.0,4.12,9.28,0.0,0.0,0.0,0.0,0.0,3.657e-05,0.0511,0.2464
1434022,Naasia,21,4.8055,0.0263,0.144,0.0495,0.2361,-8.8337,0.7479,0.0,0.0,0.0,4.64,91,0,0.0,0.0,0.0,0.0,63,1.0,1.0,1.0,1.83,9.52,11.800000000000002,0.0,0.0,0.0,0.0,0.0,2.006e-05,0.0451,0.2142
1230698,Marisediminicola,21,4.8055,0.0279,0.1469,0.0488,0.2341,-8.8346,0.7443,0.0,0.0,0.0,4.0,39,0,0.0,0.0,0.0,0.0,64,1.0,1.0,1.5,2.15,9.14,11.9,0.0,0.0,0.0,0.0,0.0,2.042e-05,0.0431,0.2088
1911549,Raineyella,21,4.8055,0.0287,0.1571,0.0541,0.2573,-8.8308,0.7614,0.0,0.0,0.0,4.28,82,0,0.0,0.0,0.0,0.0,79,1.0,1.0,1.0,1.31,8.34,9.24,0.0,0.0,0.0,0.0,0.0,2.267e-05,0.0499,0.2333
142577,Prauserella,21,4.8055,0.0275,0.1489,0.0499,0.2339,-8.8487,0.6794,0.0,0.0,0.0,4.28,102,0,0.0,0.0,0.0,0.0,38,1.0,1.0,1.74,2.0,9.0,11.9,0.0,0.0,0.0,0.0,0.0,5.626e-06,0.0443,0.2079
2994361,Protofrankia,21,4.8055,0.0317,0.1761,0.0505,0.2466,-8.8422,0.7127,0.0,0.0,0.0,4.64,209,0,0.0,0.0,0.0,0.0,125,1.0,1.0,1.24,3.0,13.0,14.5,0.0,0.0,0.0,0.0,0.0,2.533e-05,0.0444,0.2138
1047167,Zymoseptoria,21,4.8055,0.0313,0.1877,0.0611,0.3172,-8.8585,0.6488,0.0,0.0,0.0,3.64,579,0,0.0,0.0,0.0,0.0,1040,1.0,1.0,1.0,2.0,9.024,99.44835924006908,0.0,0.0,0.0,0.0,0.0,1.828e-05,0.057,0.2974
180541,Salinisphaera,21,4.8055,0.0302,0.1554,0.0536,0.2472,-8.8333,0.7461,0.0,0.0,0.0,6.64,19,0,0.0,0.0,0.0,0.0,41,1.0,1.0,1.26,2.5,12.1,12.3,0.0,0.0,0.0,0.0,0.0,1.027e-05,0.0473,0.2182
1775688,Jiella,21,4.8055,0.0263,0.1521,0.0575,0.2721,-8.8362,0.7365,0.0,0.0,0.0,2.64,113,0,0.0,0.0,0.0,0.0,155,1.0,1.0,1.12,1.96,4.26,9.28,0.0,0.0,0.0,0.0,0.0,2.793e-05,0.053,0.2478
1485594,Methyloligella,21,4.8055,0.0273,0.1545,0.0468,0.2319,-8.8367,0.7365,0.0,0.0,0.0,3.0,94,0,0.0,0.0,0.0,0.0,112,1.0,1.0,1.25,2.0,4.56,12.3,0.0,0.0,0.0,0.0,0.0,3.587e-05,0.0425,0.2068
841,Roseburia,21,4.8055,0.0247,0.1491,0.0699,0.3404,-8.8116,0.8647,0.0,0.0,0.0,2.64,205,0,0.0,0.0,0.0,0.0,225,1.0,1.0,1.0,1.054,1.57,14.61121951219512,0.0,0.0,0.0,0.0,0.0,0.007959,0.0681,0.3304
73918,Thermaerobacter,21,4.8055,0.0281,0.1641,0.0462,0.2386,-8.8388,0.7296,0.0,0.0,0.0,4.0,220,0,0.0,0.0,0.0,0.0,177,1.0,1.0,1.0,2.0,16.0,83.52645454545453,0.0,0.0,0.0,0.0,0.0,6.424e-05,0.0411,0.2185
5864,Babesia,21,4.8055,0.0313,0.1599,0.0355,0.1623,-8.8732,0.5662,0.0,0.0,0.0,6.28,32,0,0.0,0.0,0.0,0.0,14,1.0,19.7,30.125,46.2,85.3,140.0,0.0,0.0,0.0,0.0,0.0,1.101e-06,0.0156,0.0833
252301,Oceanicola,21,4.8055,0.0219,0.1161,0.0444,0.2147,-8.8439,0.7025,0.0,0.0,0.0,2.0,21,0,0.0,0.0,0.0,0.0,48,1.0,1.0,1.24,2.36,7.14,8.33,0.0,0.0,0.0,0.0,0.0,1.235e-05,0.0399,0.1934
2732017,Epseptimavirus,21,4.8055,0.0211,0.1113,0.0409,0.1843,-8.6984,1.3443,0.0,0.0,0.0,2.0,21,0,0.0,0.0,0.0,0.0,9,1.0,2.0,5.33,6.22,160.0,190.0,0.0,0.0,0.0,0.0,0.0,0.002818,0.0409,0.1843
780,Rickettsia,21,4.8055,0.0351,0.2319,0.0551,0.2765,-8.7954,0.922,0.0,0.0,0.0,5.28,1355,0,0.0,0.0,0.0,0.0,413,1.0,1.0,1.37,3.742,68.162,149.5587673611111,0.0,0.0,0.0,0.0,0.0,0.0002115,0.05,0.2555
2885697,Gephyromycinifex,21,4.8055,0.0237,0.1265,0.0469,0.2288,-8.8381,0.7295,0.0,0.0,0.0,3.64,49,0,0.0,0.0,0.0,0.0,61,1.0,1.0,1.08,1.92,8.23,14.7,0.0,0.0,0.0,0.0,0.0,1.822e-05,0.0428,0.2098
1755825,Egicoccus,21,4.8055,0.0284,0.1644,0.048,0.2311,-8.8394,0.7225,0.0,0.0,0.0,4.92,80,0,0.0,0.0,0.0,0.0,103,1.0,1.0,2.67,5.67,16.0,19.4,0.0,0.0,0.0,0.0,0.0,2.664e-05,0.0395,0.1955
55080,Brevibacillus,21,4.8055,0.0353,0.1811,0.0544,0.2691,-8.8285,0.7884,0.0,0.0,0.0,8.0,70,0,0.0,0.0,0.0,0.0,127,1.0,1.0,1.417,4.499,10.0,11.775428571428572,0.0,0.0,0.0,0.0,0.0,0.0001322,0.0498,0.2491
906,Megasphaera,21,4.8055,0.0266,0.1425,0.0562,0.2922,-8.827,0.787,0.0,0.0,0.0,4.28,42,0,0.0,0.0,0.0,0.0,429,1.0,1.0,1.02,2.0,13.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0001376,0.0528,0.2781
2603324,Acidibrevibacterium,21,4.8055,0.0336,0.2019,0.0445,0.2208,-8.8434,0.7071,0.0,0.0,0.0,5.0,484,0,0.0,0.0,0.0,0.0,89,1.0,1.0,1.4,3.0,9.73,59.0,0.0,0.0,0.0,0.0,0.0,2.377e-05,0.0373,0.1801
2478349,Indioceanicola,21,4.8055,0.0256,0.1518,0.0492,0.2451,-8.8447,0.7031,0.0,0.0,0.0,2.0,90,0,0.0,0.0,0.0,0.0,108,1.0,1.0,1.12,2.0,4.01,8.97,0.0,0.0,0.0,0.0,0.0,2.104e-05,0.0454,0.2235
1543705,Nitrospirillum,21,4.8055,0.0249,0.1366,0.0493,0.2441,-8.8517,0.673,0.0,0.0,0.0,3.0,69,0,0.0,0.0,0.0,0.0,70,1.0,1.0,1.14,2.0,3.18,17.8,0.0,0.0,0.0,0.0,0.0,9.927e-06,0.0455,0.2242
1612157,Pararhodospirillum,21,4.8055,0.0229,0.1258,0.0475,0.2273,-8.8391,0.7234,0.0,0.0,0.0,2.64,65,0,0.0,0.0,0.0,0.0,79,1.0,1.0,1.1,1.67,2.17,18.2,0.0,0.0,0.0,0.0,0.0,2.142e-05,0.044,0.2072
1427149,Halomicroarcula,21,4.8055,0.0653,0.3806,0.0969,0.5343,-8.8108,0.8797,0.0,0.0,0.0,155.16,7734,0,0.0,0.0,0.0,0.0,75400,1.0,1.0,1.029,1.5,9.0,10.959646464646463,0.0,0.0,0.0,0.0,0.0,0.00293,0.0937,0.5219
63743,Natronomonas,21,4.8055,0.0727,0.4256,0.0988,0.5433,-8.7877,1.0008,0.0,0.0,0.0,245.32,17659,0,0.0,0.0,0.0,0.0,57543,1.0,1.0,1.036,2.174,8.249,9.0,0.0,0.0,0.0,0.0,0.0,0.01254,0.0954,0.5266
1148163,Paralcaligenes,20,4.5767,0.022,0.114,0.0431,0.212,-8.8527,0.6791,0.0,0.0,0.0,4.0,18,0,0.0,0.0,0.0,0.0,36,1.0,1.0,1.183,2.348,4.859,14.0,0.0,0.0,0.0,0.0,0.0,6.035e-06,0.039,0.1933
299568,Uruburuella,20,4.5767,0.0274,0.1517,0.0454,0.2422,-8.842,0.7323,0.0,0.0,0.0,5.0,87,0,0.0,0.0,0.0,0.0,997,1.0,1.0,1.228,1.655,6.296,11.921333333333333,0.0,0.0,0.0,0.0,0.0,0.0002373,0.0422,0.2301
1914449,Rugosibacter,20,4.5767,0.0252,0.1367,0.0574,0.2913,-8.8287,0.7955,0.0,0.0,0.0,4.64,53,0,0.0,0.0,0.0,0.0,177,1.0,1.0,1.01,1.757,3.92,32.8,0.0,0.0,0.0,0.0,0.0,6.261e-05,0.0544,0.2818
2772198,Sulfurimicrobium,20,4.5767,0.0252,0.1418,0.0495,0.2386,-8.8416,0.729,0.0,0.0,0.0,3.0,55,0,0.0,0.0,0.0,0.0,71,1.0,1.0,1.215,2.0,12.35,15.2,0.0,0.0,0.0,0.0,0.0,1.93e-05,0.045,0.2194
406099,Aquisalimonas,20,4.5767,0.0282,0.1561,0.0506,0.2483,-8.8417,0.7315,0.0,0.0,0.0,5.64,112,0,0.0,0.0,0.0,0.0,78,1.0,1.0,1.24,1.562,3.835,10.2,0.0,0.0,0.0,0.0,0.0,2.049e-05,0.0474,0.2327
1760987,Methylomagnum,20,4.5767,0.025,0.1542,0.0429,0.2149,-8.8554,0.6684,0.0,0.0,0.0,2.0,222,0,0.0,0.0,0.0,0.0,62,1.0,1.0,1.5,2.0,4.478,18.3,0.0,0.0,0.0,0.0,0.0,1.244e-05,0.0385,0.1911
745410,Gallaecimonas,20,4.5767,0.0248,0.142,0.0434,0.2126,-8.8498,0.6916,0.0,0.0,0.0,4.92,79,0,0.0,0.0,0.0,0.0,55,1.0,1.0,1.0,2.315,8.901,9.2,0.0,0.0,0.0,0.0,0.0,9.833e-06,0.0388,0.1905
1434019,Mameliella,20,4.5767,0.0288,0.163,0.0506,0.2529,-8.8484,0.7025,0.0,0.0,0.0,6.28,98,0,0.0,0.0,0.0,0.0,87,1.0,1.0,1.22,2.0,7.272,7.32,0.0,0.0,0.0,0.0,0.0,1.632e-05,0.0463,0.23
50709,Acidocella,20,4.5767,0.0258,0.1418,0.0473,0.2416,-8.8442,0.723,0.0,0.0,0.0,4.64,74,0,0.0,0.0,0.0,0.0,84,1.0,1.0,1.165,2.85,5.269,13.8,0.0,0.0,0.0,0.0,0.0,2.39e-05,0.042,0.2142
110934,Agreia,20,4.5767,0.027,0.1387,0.0587,0.2811,-8.8292,0.7859,0.0,0.0,0.0,6.64,14,0,0.0,0.0,0.0,0.0,229,1.0,1.0,1.45,2.305,5.071,9.83,0.0,0.0,0.0,0.0,0.0,6.978e-05,0.0538,0.2583
255204,Pseudoclavibacter,20,4.5767,0.0197,0.0952,0.0541,0.2752,-8.8252,0.8107,0.0,0.0,0.0,3.0,4,0,0.0,0.0,0.0,0.0,104,1.0,1.0,1.14,1.895,4.397,5.66,0.0,0.0,0.0,0.0,0.0,5.327e-05,0.051,0.2617
908935,Yimella,20,4.5767,0.0245,0.1451,0.0459,0.2321,-8.8424,0.7289,0.0,0.0,0.0,2.64,125,0,0.0,0.0,0.0,0.0,159,1.0,1.0,1.0,1.963,4.198,12.7,0.0,0.0,0.0,0.0,0.0,5.198e-05,0.0425,0.2115
1851,Saccharomonospora,20,4.5767,0.0279,0.1674,0.0444,0.2352,-8.8535,0.6827,0.0,0.0,0.0,4.64,150,0,0.0,0.0,0.0,0.0,112,1.0,1.0,1.125,2.0,20.008,25.488461538461536,0.0,0.0,0.0,0.0,0.0,1.942e-05,0.0394,0.2116
674734,Alloactinosynnema,20,4.5767,0.025,0.1471,0.0469,0.2303,-8.8575,0.6586,0.0,0.0,0.0,3.64,149,0,0.0,0.0,0.0,0.0,86,1.0,1.0,1.0,1.835,7.38,10.8,0.0,0.0,0.0,0.0,0.0,1.235e-05,0.0431,0.2113
1961799,Lacunisphaera,20,4.5767,0.022,0.1212,0.0496,0.2521,-8.8451,0.7195,0.0,0.0,0.0,3.0,42,0,0.0,0.0,0.0,0.0,60,1.0,1.0,1.0,1.772,3.639,9.51,0.0,0.0,0.0,0.0,0.0,1.446e-05,0.0463,0.2343
983507,Ponticoccus,20,4.5767,0.0263,0.1431,0.0485,0.2505,-8.8488,0.7044,0.0,0.0,0.0,5.92,52,0,0.0,0.0,0.0,0.0,74,1.0,1.0,1.32,1.91,3.506,11.400000000000002,0.0,0.0,0.0,0.0,0.0,1.594e-05,0.0447,0.2303
529883,Rhodoluna,20,4.5767,0.0297,0.1551,0.0558,0.2769,-8.8239,0.8119,0.0,0.0,0.0,6.64,31,0,0.0,0.0,0.0,0.0,99,1.0,1.009,1.24,1.79,8.213,36.0,0.0,0.0,0.0,0.0,0.0,3.767e-05,0.0515,0.2608
35823,Arthrospira,20,4.5767,0.0384,0.2209,0.0963,0.465,-8.8006,0.9242,0.0,0.0,0.0,24.72,170,0,0.0,0.0,0.0,0.0,3603,1.0,1.0,1.15,2.0,12.595,60.0,0.0,0.0,0.0,0.0,0.0,0.0006618,0.0911,0.4452
1754,Thermoanaerobacter,20,4.5767,0.0223,0.1222,0.051,0.2483,-8.8114,0.8676,0.0,0.0,0.0,2.64,20,0,0.0,0.0,0.0,0.0,65,1.0,1.083,1.422,1.768,11.728,21.757777777777775,0.0,0.0,0.0,0.0,0.0,0.0001238,0.0461,0.2223
86331,Mogibacterium,20,4.5767,0.0355,0.1892,0.0893,0.4201,-8.7931,0.9513,0.0,0.0,0.0,8.56,106,0,0.0,0.0,0.0,0.0,727,1.0,1.0,1.155,2.0,9.85,12.7,0.0,0.0,0.0,0.0,0.0,0.0002759,0.0846,0.4001
1648508,Ciceribacter,20,4.5767,0.029,0.1577,0.0487,0.2365,-8.8474,0.7035,0.0,0.0,0.0,6.28,73,0,0.0,0.0,0.0,0.0,53,1.0,1.13,1.42,5.072,10.139,16.0,0.0,0.0,0.0,0.0,0.0,1.133e-05,0.0423,0.207
2831925,Pukyongiella,20,4.5767,0.0321,0.1709,0.0589,0.2901,-8.8326,0.774,0.0,0.0,0.0,11.2,38,0,0.0,0.0,0.0,0.0,279,1.0,1.0,1.485,2.07,24.245,25.1,0.0,0.0,0.0,0.0,0.0,7.24e-05,0.0527,0.2663
1004301,Flavihumibacter,20,4.5767,0.0297,0.165,0.042,0.2164,-8.857,0.6614,0.0,0.0,0.0,6.92,51,0,0.0,0.0,0.0,0.0,97,1.0,1.0,1.525,2.75,12.014,12.288235294117648,0.0,0.0,0.0,0.0,0.0,1.384e-05,0.0371,0.1943
1348508,Roseimicrobium,20,4.5767,0.0319,0.1928,0.0547,0.2739,-8.8516,0.6894,0.0,0.0,0.0,6.92,212,0,0.0,0.0,0.0,0.0,235,1.0,1.0,1.8,7.2,18.615,30.3,0.0,0.0,0.0,0.0,0.0,2.978e-05,0.0453,0.226
2093823,Candidatus Nanosynbacter,20,4.5767,0.0296,0.1649,0.0677,0.3319,-8.7985,0.9292,0.0,0.0,0.0,5.0,48,0,0.0,0.0,0.0,0.0,956,1.0,1.0,1.04,1.465,14.033,27.6,0.0,0.0,0.0,0.0,0.0,0.000617,0.0638,0.3177
171,Leptospira,20,4.5767,0.0252,0.1384,0.0339,0.1815,-8.8735,0.6012,0.0,0.0,0.0,5.56,18,0,0.0,0.0,0.0,0.0,42,1.0,1.248,1.75,6.071,8.139,10.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0003223,0.0291,0.1591
4895,Schizosaccharomyces,19,4.3478,0.0281,0.2009,0.0299,0.1659,-8.8957,0.4977,0.0,0.0,0.0,3.0,3492,0,0.0,0.0,0.0,0.0,51,1.0,3.0,4.967,16.82,93.837,601.7035796105384,0.0,0.0,0.0,0.0,0.0,1.95e-06,0.0202,0.1167
1056,Thiocapsa,19,4.3478,0.0277,0.1581,0.0404,0.2142,-8.8667,0.6358,0.0,0.0,0.0,9.76,46,0,0.0,0.0,0.0,0.0,73,1.0,1.0,1.5,3.635,10.113,20.0,0.0,0.0,0.0,0.0,0.0,9.857e-06,0.0351,0.1858
78526,Allorhizobium,19,4.3478,0.0241,0.1441,0.0364,0.1873,-8.8671,0.6304,0.0,0.0,0.0,3.0,66,0,0.0,0.0,0.0,0.0,43,1.0,1.5,1.83,3.0,9.161,12.5,0.0,0.0,0.0,0.0,0.0,8.919e-06,0.0305,0.1603
1573407,Paradevosia,19,4.3478,0.0273,0.1514,0.0434,0.2227,-8.8569,0.68,0.0,0.0,0.0,4.64,35,0,0.0,0.0,0.0,0.0,101,1.0,1.0,1.43,2.855,9.355,14.8,0.0,0.0,0.0,0.0,0.0,2.376e-05,0.0383,0.1991
478070,Labrenzia,19,4.3478,0.0248,0.1372,0.0563,0.2844,-8.8555,0.6824,0.0,0.0,0.0,4.92,31,0,0.0,0.0,0.0,0.0,180,1.0,1.0,1.532,2.305,8.597,8.964166666666666,0.0,0.0,0.0,0.0,0.0,1.053e-05,0.0514,0.2585
1742974,Pyruvatibacter,19,4.3478,0.0208,0.118,0.0407,0.2066,-8.8545,0.6895,0.0,0.0,0.0,2.0,37,0,0.0,0.0,0.0,0.0,61,1.0,1.0,1.0,1.85,5.175,6.57,0.0,0.0,0.0,0.0,0.0,1.892e-05,0.0375,0.186
2800682,Paraurantiacibacter,19,4.3478,0.025,0.1452,0.0468,0.2397,-8.8427,0.7469,0.0,0.0,0.0,3.64,27,0,0.0,0.0,0.0,0.0,107,1.0,1.0,1.23,2.02,13.16,29.0,0.0,0.0,0.0,0.0,0.0,4.381e-05,0.042,0.2161
309512,Dinoroseobacter,19,4.3478,0.0319,0.1814,0.0482,0.2445,-8.8505,0.7098,0.0,0.0,0.0,12.76,65,0,0.0,0.0,0.0,0.0,99,1.0,1.0,1.36,2.595,10.31,12.2,0.0,0.0,0.0,0.0,0.0,2.446e-05,0.0424,0.2155
2919626,Yangia,19,4.3478,0.0243,0.1392,0.0431,0.226,-8.8599,0.6689,0.0,0.0,0.0,4.0,68,0,0.0,0.0,0.0,0.0,57,1.0,1.0,1.0,1.93,5.998,12.1,0.0,0.0,0.0,0.0,0.0,1.214e-05,0.0393,0.2048
1195526,Gryllotalpicola,19,4.3478,0.0198,0.1189,0.0371,0.1934,-8.8602,0.6636,0.0,0.0,0.0,1.64,60,0,0.0,0.0,0.0,0.0,49,1.0,1.0,1.0,1.285,2.762,9.62,0.0,0.0,0.0,0.0,0.0,1.416e-05,0.035,0.1814
2805681,Yinghuangia,19,4.3478,0.0253,0.1507,0.0415,0.2208,-8.8716,0.6154,0.0,0.0,0.0,3.64,175,0,0.0,0.0,0.0,0.0,128,1.0,1.0,1.54,1.93,4.71,11.1,0.0,0.0,0.0,0.0,0.0,1.615e-05,0.0378,0.1984
